_id,ltable_Id,rtable_Id,ltable_Site name,ltable_Address,ltable_Phone,ltable_Zip,rtable_Site name,rtable_Address,rtable_Phone,rtable_Zip,label
1067,1521,1521,"CHICAGO PUBLIC SCHOOLS HERBERT, VICTOR",2131 W MONROE ,5347806,60612,"CHICAGO PUBLIC SCHOOLS HERBERT, VICTOR",2131 W MONROE ,5347806,60612,1
1068,972,972, Chappell,2135 W. Foster ,5342390,, Chappell,2135 W. Foster ,5342390,,1
1086,1542,1542,"CHICAGO PUBLIC SCHOOLS MAYO, WILLIAM J. & CHARLES H.",249 E 39TH ST ,5351260,60653,"CHICAGO PUBLIC SCHOOLS MAYO, WILLIAM J. & CHARLES H.",249 E 39TH ST ,5351260,60653,1
1089,1472,2397,"CHICAGO PUBLIC SCHOOLS BEETHOVEN, LUDWIG V.",25 W 47TH ST ,5351480,60609, Chicago Commons PauloFreire,1653 W. 43rd St ,8266260,60609,0
1101,381,1441, Catholic Charities - St. Joseph,4800 S. Paulina ,9272524,,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO ST. JOSEPH,4800 S PAULINA ,9272524,60609,1
1102,683,683, Henry Booth House - Little Leaders of Tomorrow,301 N Mayfield Ave ,3788302,, Henry Booth House - Little Leaders of Tomorrow,301 N Mayfield Ave ,3788302,,1
1107,1441,1441,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO ST. JOSEPH,4800 S PAULINA ,9272524,60609,CATHOLIC CHARITIES OF THE ARCHDIOCESE OF CHICAGO ST. JOSEPH,4800 S PAULINA ,9272524,60609,1
1116,624,624, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,7910418,, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,7910418,,1
1118,624,1181, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,7910418,, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,7910418,,1
1127,1180,624, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,7910418,, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,7910418,,1
1128,1180,625, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,7910418,, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,7910418,,1
1140,2877,2877, Bright Horizons at River East,325 East Grand Avenue  ,9265437,60611, Bright Horizons at River East,325 East Grand Avenue  ,9265437,60611,1
1141,203,203, Parker CPC,328 W. 69Th ,5353853,, Parker CPC,328 W. 69Th ,5353853,,1
1142,203,2712, Parker CPC,328 W. 69Th ,5353853,, Parker CPC,328 W. 69Th  ,5353853,60621,1
1144,2712,1864, Parker CPC,328 W. 69Th  ,5353853,60621,SALVATION ARMY BUILDING BLOCKS,1120 W 69TH ST ,4882222,60621,0
1150,1554,1554,"CHICAGO PUBLIC SCHOOLS NASH, HENRY H.",4837 W ERIE ST ,5346125,60644,"CHICAGO PUBLIC SCHOOLS NASH, HENRY H.",4837 W ERIE ST ,5346125,60644,1
1154,1554,2634,"CHICAGO PUBLIC SCHOOLS NASH, HENRY H.",4837 W ERIE ST ,5346125,60644, Marcy Newberry Austin Town,5610 W. Lake St. ,2611505,60644,0
1160,2981,2981, St. Vincent de Paul Center,2145 North Halsted Street  ,9436776,60614, St. Vincent de Paul Center,2145 North Halsted Street  ,9436776,60614,1
1165,3240,2661, Onward Neighborhood House - After School,2158 W Ohio Street ,2437920,60612, Mitchell,2233 W. Ohio ,5347655,60612,0
1166,3240,3240, Onward Neighborhood House - After School,2158 W Ohio Street ,2437920,60612, Onward Neighborhood House - After School,2158 W Ohio Street ,2437920,60612,1
1170,973,973, Mozart,2200 N. Hamlin ,5344160,, Mozart,2200 N. Hamlin ,5344160,,1
1171,2631,2631, Lutheran Social Services-Winthrop,4848 N. Winthrop ,8783210,60640, Lutheran Social Services-Winthrop,4848 N. Winthrop ,8783210,60640,1
1185,1368,2706,"Healthy Parents and Babies Program
(Directly Operated Programs) Hayes Center","4859 S. Wabash Ave.
2nd floor
",3738670,60615, Ounce of Prev EC Center I/T,5044 S Wabash ,9242334,60615,0
1186,1368,1606,"Healthy Parents and Babies Program
(Directly Operated Programs) Hayes Center","4859 S. Wabash Ave.
2nd floor
",3738670,60615,CHICAGO YOUTH CENTERS CUDDLE CARE ACADEMY,4800 S LAKE PARK AVE ,2851114,60615,0
1189,1368,1368,"Healthy Parents and Babies Program
(Directly Operated Programs) Hayes Center","4859 S. Wabash Ave.
2nd floor
",3738670,60615,"Healthy Parents and Babies Program
(Directly Operated Programs) Hayes Center","4859 S. Wabash Ave.
2nd floor
",3738670,60615,1
1191,1368,2705,"Healthy Parents and Babies Program
(Directly Operated Programs) Hayes Center","4859 S. Wabash Ave.
2nd floor
",3738670,60615, Ounce of Prev EC Center,5044 S Wabash ,9242334,60615,0
1194,2136,2910,Easter Seals Society of Metropolitan Chicago Near South Side Child Development Center,2214 S Federal St ,5483614,60616, Easter Seals Near South Side Child Development Center,2214 South Federal Street  ,5483614,60616,1
1197,1348,1348, Kiddie Kollege of Fairfield,"2226 Mt. Vernon Road
P.O. Box 362
Fairfield",8477102,62837, Kiddie Kollege of Fairfield,"2226 Mt. Vernon Road
P.O. Box 362
Fairfield",8477102,62837,1
1208,2278,2278,Westside Holistic Family Services WESTSIDE HOLISTIC FAMILY SERVICES,4909 W. Division ,9218777,60651,Westside Holistic Family Services WESTSIDE HOLISTIC FAMILY SERVICES,4909 W. Division ,9218777,60651,1
1212,2278,2755,Westside Holistic Family Services WESTSIDE HOLISTIC FAMILY SERVICES,4909 W. Division ,9218777,60651, Salvation Army New Hope,4255 W. Division  ,7724908,60651,0
1220,2661,3240, Mitchell,2233 W. Ohio ,5347655,60612, Onward Neighborhood House - After School,2158 W Ohio Street ,2437920,60612,0
1239,2524,2524, Goethe,2236 N. Rockwell ,5344135,60647, Goethe,2236 N. Rockwell ,5344135,60647,1
1275,1797,1797,HULL HOUSE ASSOCIATION PARKWAY COMMUNITY CENTER,500 E 67TH STREET ,4931306,60637,HULL HOUSE ASSOCIATION PARKWAY COMMUNITY CENTER,500 E 67TH STREET ,4931306,60637,1
1281,2966,2966, Parkway Community House Child Care,500 East 67th Street  ,4931306,60637, Parkway Community House Child Care,500 East 67th Street  ,4931306,60637,1
1286,2966,1797, Parkway Community House Child Care,500 East 67th Street  ,4931306,60637,HULL HOUSE ASSOCIATION PARKWAY COMMUNITY CENTER,500 E 67TH STREET ,4931306,60637,1
1292,3254,3254, Salvation Army - Columbus Park School,500 S Central Avenue ,9214162,60644, Salvation Army - Columbus Park School,500 S Central Avenue ,9214162,60644,1
1317,70,70, Chicago State University - Kenyatta's Day Care,2334 E 75th ,2213777,, Chicago State University - Kenyatta's Day Care,2334 E 75th ,2213777,,1
1318,2705,2706, Ounce of Prev EC Center,5044 S Wabash ,9242334,60615, Ounce of Prev EC Center I/T,5044 S Wabash ,9242334,60615,1
1322,2705,1368, Ounce of Prev EC Center,5044 S Wabash ,9242334,60615,"Healthy Parents and Babies Program
(Directly Operated Programs) Hayes Center","4859 S. Wabash Ave.
2nd floor
",3738670,60615,0
1332,2706,2705, Ounce of Prev EC Center I/T,5044 S Wabash ,9242334,60615, Ounce of Prev EC Center,5044 S Wabash ,9242334,60615,1
1371,2785,2785, Spry,2400 S. Marshall Bl ,5341700,60623, Spry,2400 S. Marshall Bl ,5341700,60623,1
1372,2007,2631,"Chicago Public Schools Goudy, William C.",5120 N. Winthrop ,5342480,60640, Lutheran Social Services-Winthrop,4848 N. Winthrop ,8783210,60640,0
1383,2871,3041, Albany Park Head Start,5101 N. Kimball  ,5095657,60625, Albany Park Community Center - Kimball,5121 N Kimball Avenue ,5095650,60625,1
1396,2964,2964, Our Lady of Tepeyac ,2414 South Albany Avenue  ,2775888,60623, Our Lady of Tepeyac ,2414 South Albany Avenue  ,2775888,60623,1
1407,3041,2871, Albany Park Community Center - Kimball,5121 N Kimball Avenue ,5095650,60625, Albany Park Head Start,5101 N. Kimball  ,5095657,60625,1
1411,74,74, YMCA of Metropolitan Chicago - High Ridge YMCA,2424 W Touhy Ave ,2628300,, YMCA of Metropolitan Chicago - High Ridge YMCA,2424 W Touhy Ave ,2628300,,1
1412,780,3278, Trinity United Church of Christ - Trinity United,532 W 95th St ,4883511,, Trinity Day Care Center,532 W 95th Street ,4883511,60628,1
1413,780,780, Trinity United Church of Christ - Trinity United,532 W 95th St ,4883511,, Trinity United Church of Christ - Trinity United,532 W 95th St ,4883511,,1
1417,3278,3278, Trinity Day Care Center,532 W 95th Street ,4883511,60628, Trinity Day Care Center,532 W 95th Street ,4883511,60628,1
1425,3278,780, Trinity Day Care Center,532 W 95th Street ,4883511,60628, Trinity United Church of Christ - Trinity United,532 W 95th St ,4883511,,1
1440,1992,1992,"Chicago Public Schools Doolittle, James R.",535 East 35th Street ,5351040,60653,"Chicago Public Schools Doolittle, James R.",535 East 35th Street ,5351040,60653,1
1443,2109,2109,Chicago Youth Centers Rachel's 2,5242 W. North Ave ,2371444,60639,Chicago Youth Centers Rachel's 2,5242 W. North Ave ,2371444,60639,1
1446,2109,1857,Chicago Youth Centers Rachel's 2,5242 W. North Ave ,2371444,60639,ONWARD NEIGHBORHOOD HOUSE LEE'S CUDDLES N CARE,6100 W NORTH AVENUE ,7458054,60639,0
1447,2109,1859,Chicago Youth Centers Rachel's 2,5242 W. North Ave ,2371444,60639,ONWARD NEIGHBORHOOD HOUSE NEW BEGINNINGS,5445 W NORTH AVENUE ,3855365,60639,0
1461,3055,3055, Bunnyland Developmental Day Care Center,545 W 119th Street ,5685200,60628, Bunnyland Developmental Day Care Center,545 W 119th Street ,5685200,60628,1
1468,2216,2216,Henry Booth House Wee Wee Center for Creative,2434 W 71ST St. ,4710869,60629,Henry Booth House Wee Wee Center for Creative,2434 W 71ST St. ,4710869,60629,1
1476,2685,2685, Nightingale,5250 S. Rockwell ,5359270,60632, Nightingale,5250 S. Rockwell ,5359270,60632,1
1479,156,156, Onward Neighborhood House - Onward Neighborhood House,600 N Leavitt St ,6666726,, Onward Neighborhood House - Onward Neighborhood House,600 N Leavitt St ,6666726,,1
1486,2255,2255,Onward Neighborhood House Onward Neighborhood House - West Town,600 N. Leavitt St. ,6666726,60612,Onward Neighborhood House Onward Neighborhood House - West Town,600 N. Leavitt St. ,6666726,60612,1
1495,2701,2255, Onward House,600 N. Leavitt ,6666729,60612,Onward Neighborhood House Onward Neighborhood House - West Town,600 N. Leavitt St. ,6666726,60612,1
1497,1623,1623,CHRISTOPHER HOUSE GREENVIEW,2507 N GREENVIEW ,4721083,60614,CHRISTOPHER HOUSE GREENVIEW,2507 N GREENVIEW ,4721083,60614,1
1501,3057,3057, C.C.C. Learning Center,610 S Canal Street ,3538687,60606, C.C.C. Learning Center,610 S Canal Street ,3538687,60606,1
1530,3224,3224, Marcy Newberry Association - Rockwell Center,2540 W Jackson Boulevard ,6662931,60612, Marcy Newberry Association - Rockwell Center,2540 W Jackson Boulevard ,6662931,60612,1
1538,988,988, Carroll-Rosenwald Br,2541 W. 80th St ,5359355,, Carroll-Rosenwald Br,2541 W. 80th St ,5359355,,1
1543,2183,2183,Henry Booth House Angel Wings,5365 W Noth ,7450262,60639,Henry Booth House Angel Wings,5365 W Noth ,7450262,60639,1
1550,2017,2932,"Chicago Public Schools Hinton, William Augustus",644 W. 71st Street ,5353875,60621, Kennedy-King College Child Development Lab Center,710 W. 65th Street Building Z ,6025481,60621,0
1551,2017,2017,"Chicago Public Schools Hinton, William Augustus",644 W. 71st Street ,5353875,60621,"Chicago Public Schools Hinton, William Augustus",644 W. 71st Street ,5353875,60621,1
1555,1737,2186,HENRY BOOTH HOUSE COLOR FOR TOTS,2550 E 73RD ST ,3638687,60649,Henry Booth House Color For Tots,2550 E. 73rd St. ,3638687,60649,1
1560,2186,1737,Henry Booth House Color For Tots,2550 E. 73rd St. ,3638687,60649,HENRY BOOTH HOUSE COLOR FOR TOTS,2550 E 73RD ST ,3638687,60649,1
1562,2186,2186,Henry Booth House Color For Tots,2550 E. 73rd St. ,3638687,60649,Henry Booth House Color For Tots,2550 E. 73rd St. ,3638687,60649,1
1584,2787,2787, St Augustine - Nayarit HS,2610 W. 25th Pl. ,8783653,60608, St Augustine - Nayarit HS,2610 W. 25th Pl. ,8783653,60608,1
1589,78,651, Christopher House - Christopher House - Logan Square,2610 N Francisco Ave ,2354073,, Christopher House - Christopher House - Logan Square,2610 N Francisco Ave ,2354073,,1
1596,2932,2932, Kennedy-King College Child Development Lab Center,710 W. 65th Street Building Z ,6025481,60621, Kennedy-King College Child Development Lab Center,710 W. 65th Street Building Z ,6025481,60621,1
1597,2932,2017, Kennedy-King College Child Development Lab Center,710 W. 65th Street Building Z ,6025481,60621,"Chicago Public Schools Hinton, William Augustus",644 W. 71st Street ,5353875,60621,0
1603,1859,2109,ONWARD NEIGHBORHOOD HOUSE NEW BEGINNINGS,5445 W NORTH AVENUE ,3855365,60639,Chicago Youth Centers Rachel's 2,5242 W. North Ave ,2371444,60639,0
1607,1859,1859,ONWARD NEIGHBORHOOD HOUSE NEW BEGINNINGS,5445 W NORTH AVENUE ,3855365,60639,ONWARD NEIGHBORHOOD HOUSE NEW BEGINNINGS,5445 W NORTH AVENUE ,3855365,60639,1
1608,1859,2253,ONWARD NEIGHBORHOOD HOUSE NEW BEGINNINGS,5445 W NORTH AVENUE ,3855365,60639,Onward Neighborhood House New Beginnings,5445 W. North Ave. ,3855365,60639,1
1613,1386,1386,ABRAHAM LINCOLN CENTRE LINCOLN ROSELAND,7 E 119TH ST ,2647633,60628,ABRAHAM LINCOLN CENTRE LINCOLN ROSELAND,7 E 119TH ST ,2647633,60628,1
1619,1386,2181,ABRAHAM LINCOLN CENTRE LINCOLN ROSELAND,7 E 119TH ST ,2647633,60628,Henry Booth House Allison's,34 E. 115th St. ,8404502,60628,0
1625,2253,2109,Onward Neighborhood House New Beginnings,5445 W. North Ave. ,3855365,60639,Chicago Youth Centers Rachel's 2,5242 W. North Ave ,2371444,60639,0
1628,2253,1857,Onward Neighborhood House New Beginnings,5445 W. North Ave. ,3855365,60639,ONWARD NEIGHBORHOOD HOUSE LEE'S CUDDLES N CARE,6100 W NORTH AVENUE ,7458054,60639,0
1629,2253,1859,Onward Neighborhood House New Beginnings,5445 W. North Ave. ,3855365,60639,ONWARD NEIGHBORHOOD HOUSE NEW BEGINNINGS,5445 W NORTH AVENUE ,3855365,60639,1
1645,1446,1446,CHICAGO COMMONS ASSOCIATION A-Z MALL WORLD,2629 S LAWNDALE ,,60623,CHICAGO COMMONS ASSOCIATION A-Z MALL WORLD,2629 S LAWNDALE ,,60623,1
1652,3182,3182, Hyde Park Neighborhood Club,5480 S Kenwood Avenue ,6434062,60615, Hyde Park Neighborhood Club,5480 S Kenwood Avenue ,6434062,60615,1
1657,2677,2956, NE Ill Univ Child Care Center,5500 N. St Louis ,5390570,60625, Northeastern Illinois University Child Care Center,5500 North Saint Louis Avenue  ,4424540,60625,1
1661,2677,2677, NE Ill Univ Child Care Center,5500 N. St Louis ,5390570,60625, NE Ill Univ Child Care Center,5500 N. St Louis ,5390570,60625,1
1662,2956,2956, Northeastern Illinois University Child Care Center,5500 North Saint Louis Avenue  ,4424540,60625, Northeastern Illinois University Child Care Center,5500 North Saint Louis Avenue  ,4424540,60625,1
1663,2956,2970, Northeastern Illinois University Child Care Center,5500 North Saint Louis Avenue  ,4424540,60625, Ravenswood Community Child Care Center,4908 North Damen Avenue  ,2714495,60625,0
1670,1796,1796,HULL HOUSE ASSOCIATION ORR INFANT TODDLER PROGRAM,730 N PULASKI RD ,8261090,60624,HULL HOUSE ASSOCIATION ORR INFANT TODDLER PROGRAM,730 N PULASKI RD ,8261090,60624,1
1682,2963,1796, Orr Infant and Family Development Center,730 North Pulaski Road  ,8261090,60624,HULL HOUSE ASSOCIATION ORR INFANT TODDLER PROGRAM,730 N PULASKI RD ,8261090,60624,1
1691,657,1259, Gads Hill Center - Sinai Community/Ogden,2653 W Ogden Ave ,5211196,, Gads Hill Center - Sinai Community/Ogden,2653 W Ogden Ave ,5211196,,1
1693,657,657, Gads Hill Center - Sinai Community/Ogden,2653 W Ogden Ave ,5211196,, Gads Hill Center - Sinai Community/Ogden,2653 W Ogden Ave ,5211196,,1
1694,175,175, Chicago Commons Association - Nia Family Center,744 N Monticello Ave ,8266971,, Chicago Commons Association - Nia Family Center,744 N Monticello Ave ,8266971,,1
1695,443,443, Chicago Commons NIA,744 N. Monticello ,8264259,, Chicago Commons NIA,744 N. Monticello ,8264259,,1
1698,1259,657, Gads Hill Center - Sinai Community/Ogden,2653 W Ogden Ave ,5211196,, Gads Hill Center - Sinai Community/Ogden,2653 W Ogden Ave ,5211196,,1
1699,2517,1259, Gads Hill Child Care,2653 W. Ogden ,5211196,60608, Gads Hill Center - Sinai Community/Ogden,2653 W Ogden Ave ,5211196,,1
1707,2517,657, Gads Hill Child Care,2653 W. Ogden ,5211196,60608, Gads Hill Center - Sinai Community/Ogden,2653 W Ogden Ave ,5211196,,1
1711,1573,1413,"CHICAGO PUBLIC SCHOOLS SANDOVAL, SOCORRO",5534 S SAINT LOUIS AVE ,5350457,60629,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-ANGELITA YUGSI,6447 S KNOX AVE ,5211600,60629,0
1717,1573,1573,"CHICAGO PUBLIC SCHOOLS SANDOVAL, SOCORRO",5534 S SAINT LOUIS AVE ,5350457,60629,"CHICAGO PUBLIC SCHOOLS SANDOVAL, SOCORRO",5534 S SAINT LOUIS AVE ,5350457,60629,1
1729,1653,1573,EL HOGAR DEL NINO FCCH-MARIA GUZMAN,5548 S TRIPP AVE ,7354542,60629,"CHICAGO PUBLIC SCHOOLS SANDOVAL, SOCORRO",5534 S SAINT LOUIS AVE ,5350457,60629,0
1730,1653,1653,EL HOGAR DEL NINO FCCH-MARIA GUZMAN,5548 S TRIPP AVE ,7354542,60629,EL HOGAR DEL NINO FCCH-MARIA GUZMAN,5548 S TRIPP AVE ,7354542,60629,1
1736,2634,2634, Marcy Newberry Austin Town,5610 W. Lake St. ,2611505,60644, Marcy Newberry Austin Town,5610 W. Lake St. ,2611505,60644,1
1743,3221,2634, Marcy Newberry Association - Austin Town Hall,5610 W Lake Street ,2611505,60644, Marcy Newberry Austin Town,5610 W. Lake St. ,2611505,60644,1
1747,409,409, Lake Shore Schools - Clark,5611 N. Clark Street ,5616707,, Lake Shore Schools - Clark,5611 N. Clark Street ,5616707,,1
1748,1793,1864,HULL HOUSE ASSOCIATION KINGS KIDDIE KINGDOM,815 W 74TH ST ,,60621,SALVATION ARMY BUILDING BLOCKS,1120 W 69TH ST ,4882222,60621,0
1756,3202,3202, Lake Shore School,5611 N Clark Street ,5616707,60660, Lake Shore School,5611 N Clark Street ,5616707,60660,1
1760,1138,1138, Greeley,832 W. Sheridan ,5345800,, Greeley,832 W. Sheridan ,5345800,,1
1761,456,456," Terry Town Nursery School, Inc.",817 N. Hamlin ,4894271,," Terry Town Nursery School, Inc.",817 N. Hamlin ,4894271,,1
1762,1085,1085, Hitch,5625 N. Mcvicker ,5341189,, Hitch,5625 N. Mcvicker ,5341189,,1
1763,1087,2739, Ray,5631 S Kimbark ,5350970,, Ray,5631 S Kimbark ,5350970,60637,1
1779,867,867, Christopher House - Christopher House - Lakeshore,850 W Eastwood Ave ,2719403,, Christopher House - Christopher House - Lakeshore,850 W Eastwood Ave ,2719403,,1
1790,2420,2420, Christopher House Lakeshore,850 W. Eastwood ,2719403,60640, Christopher House Lakeshore,850 W. Eastwood ,2719403,60640,1
1821,1089,1089, Carter,5740 S. Michigan Ave. ,5350860,, Carter,5740 S. Michigan Ave. ,5350860,,1
1837,1661,1661,EL VALOR FCCH-PATRICIA COBA,2719 S MILLARD ,5222345,60623,EL VALOR FCCH-PATRICIA COBA,2719 S MILLARD ,5222345,60623,1
1854,2959,2959, Norwood Park Preschool for All,5900 North Nina Avenue  ,5341162,60631, Norwood Park Preschool for All,5900 North Nina Avenue  ,5341162,60631,1
1856,2764,2764, Schubert,2727 N. Long ,5343080,60639, Schubert,2727 N. Long ,5343080,60639,1
1876,2274,2274,Trinity Resources Unlimited Inc High Mountain,919 N. Lavergne ,6263997,60651,Trinity Resources Unlimited Inc High Mountain,919 N. Lavergne ,6263997,60651,1
1890,191,191, Haymarket Center - Haymarket Center,932 W Washington Blvd ,2267984,, Haymarket Center - Haymarket Center,932 W Washington Blvd ,2267984,,1
1917,998,998, Whitney,2815 S. Komensky ,5341560,, Whitney,2815 S. Komensky ,5341560,,1
1926,2607,2607, Kozminski Com Acad,936 E. 54th St. ,5350980,60615, Kozminski Com Acad,936 E. 54th St. ,5350980,60615,1
1929,312,312, Mary Crane West,2820 N. Leavitt ,3485528,, Mary Crane West,2820 N. Leavitt ,3485528,,1
1932,2050,2050,Chicago Public Schools Nicholson Math and Science,6006 S Peoria St ,5353285,60621,Chicago Public Schools Nicholson Math and Science,6006 S Peoria St ,5353285,60621,1
1942,1857,2109,ONWARD NEIGHBORHOOD HOUSE LEE'S CUDDLES N CARE,6100 W NORTH AVENUE ,7458054,60639,Chicago Youth Centers Rachel's 2,5242 W. North Ave ,2371444,60639,0
1946,1857,1859,ONWARD NEIGHBORHOOD HOUSE LEE'S CUDDLES N CARE,6100 W NORTH AVENUE ,7458054,60639,ONWARD NEIGHBORHOOD HOUSE NEW BEGINNINGS,5445 W NORTH AVENUE ,3855365,60639,0
1973,3184,3184, JCYS Lakeview Family Center,957 W Grace Street ,2812533,60613, JCYS Lakeview Family Center,957 W Grace Street ,2812533,60613,1
1976,803,803, Fiske,6145 S. Ingleside ,5350990,, Fiske,6145 S. Ingleside ,5350990,,1
1985,2000,2000,"Chicago Public Schools Fiske, John",6145 South Ingleside ,5350990,60637,"Chicago Public Schools Fiske, John",6145 South Ingleside ,5350990,60637,1
1989,247,247, Little Kiddies Day Care,1447 W. Devon ,4657702,, Little Kiddies Day Care,1447 W. Devon ,4657702,,1
2001,89,89, Henry Booth House - Near South / Henry Booth,2929 S Wabash Ave ,7910424,, Henry Booth House - Near South / Henry Booth,2929 S Wabash Ave ,7910424,,1
2005,2412,2412, ChildServ St. Matthew,1000 N. Orleans  ,9443403,60610, ChildServ St. Matthew,1000 N. Orleans  ,9443403,60610,1
2007,3112,3112, ChildServ - St Matthew Head Start,1000 N Orleans Street ,9443403,60610, ChildServ - St Matthew Head Start,1000 N Orleans Street ,9443403,60610,1
2019,2228,2228,Lutheran Social Services of Illinois TRINIDAD LUTHERAN,2921 W. Division ,6354600,60622,Lutheran Social Services of Illinois TRINIDAD LUTHERAN,2921 W. Division ,6354600,60622,1
2022,1639,1639,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO GILCHRIST MARCHMAN,1001 W ROOSEVELT RD 606 ,4927402,81559,EASTER SEALS SOCIETY OF METROPOLITAN CHICAGO GILCHRIST MARCHMAN,1001 W ROOSEVELT RD 606 ,4927402,81559,1
2035,3086,3086, Centers for New Horizons Washington Park,6225 S Wabash Avenue ,6672065,60637, Centers for New Horizons Washington Park,6225 S Wabash Avenue ,6672065,60637,1
2044,160,160, El Valor - Kidz Colony,6287 S Archer Ave ,7678522,, El Valor - Kidz Colony,6287 S Archer Ave ,7678522,,1
2045,1798,1798,HULL HOUSE ASSOCIATION UPTOWN - EAST,1020 W BRYN MAWR ,7695753,60660,HULL HOUSE ASSOCIATION UPTOWN - EAST,1020 W BRYN MAWR ,7695753,60660,1
2049,1798,2870,HULL HOUSE ASSOCIATION UPTOWN - EAST,1020 W BRYN MAWR ,7695753,60660, Albany Park Community Center - Uptown,1020 West Bryn Mawr 211 ,7693197,60660,1
2050,2870,1798, Albany Park Community Center - Uptown,1020 West Bryn Mawr 211 ,7693197,60660,HULL HOUSE ASSOCIATION UPTOWN - EAST,1020 W BRYN MAWR ,7695753,60660,1
2053,2870,2718, Albany Park Community Center - Uptown,1020 West Bryn Mawr 211 ,7693197,60660, Peirce,1423 W. Bryn Mawr ,5342440,60660,0
2057,1265,1265, Mary Crane League - Mary Crane - East,2974 N Clybourn Ave ,3485528,, Mary Crane League - Mary Crane - East,2974 N Clybourn Ave ,3485528,,1
2060,2058,3048,"Chicago Public Schools Piccolo Specialty School, Brian",1040 N. Keeler Avenue ,5344425,60651, Bethel New Life School,1120 N Lamon Avenue ,6267760,60651,0
2061,2058,2058,"Chicago Public Schools Piccolo Specialty School, Brian",1040 N. Keeler Avenue ,5344425,60651,"Chicago Public Schools Piccolo Specialty School, Brian",1040 N. Keeler Avenue ,5344425,60651,1
2063,2058,521,"Chicago Public Schools Piccolo Specialty School, Brian",1040 N. Keeler Avenue ,5344425,60651, Piccolo,1040 N. Keeler ,5344425,,1
2069,2058,3223,"Chicago Public Schools Piccolo Specialty School, Brian",1040 N. Keeler Avenue ,5344425,60651, Marcy Newberry Association - North Austin Headstart,1256 N Waller Avenue ,2611700,60651,0
2081,1350,1350, Mary Crane League,2974 North Clybourn Avenue,9388157,60618, Mary Crane League,2974 North Clybourn Avenue,9388157,60618,1
2086,2624,2624, Lovett,6333 W. Bloomingdale ,5343130,60639, Lovett,6333 W. Bloomingdale ,5343130,60639,1
2091,2624,1100, Lovett,6333 W. Bloomingdale ,5343130,60639, Lovett,6333 W. Bloomingdale ,5343130,,1
2095,1676,1676,EL VALOR TEDDY BEAR 3 (6401 S PULASKI RD),6401 S PULASKI ,2842292,60629,EL VALOR TEDDY BEAR 3 (6401 S PULASKI RD),6401 S PULASKI ,2842292,60629,1
2116,3206,3206, Little Angels Day Care Center,6407 N Maplewood ,3389770,60645, Little Angels Day Care Center,6407 N Maplewood ,3389770,60645,1
2121,320,2582, Irving Park Early Learning Center,3023 W. Montrose ,5397422,, Irving Park Early Learning Ctr,3023 W. Montrose ,5397422,60618,1
2124,2582,320, Irving Park Early Learning Ctr,3023 W. Montrose ,5397422,60618, Irving Park Early Learning Center,3023 W. Montrose ,5397422,,1
2133,2582,2582, Irving Park Early Learning Ctr,3023 W. Montrose ,5397422,60618, Irving Park Early Learning Ctr,3023 W. Montrose ,5397422,60618,1
2136,3183,320, Irving Park Early Learning Center,3023 W Montrose Avenue ,5397422,60618, Irving Park Early Learning Center,3023 W. Montrose ,5397422,,1
2137,3183,3183, Irving Park Early Learning Center,3023 W Montrose Avenue ,5397422,60618, Irving Park Early Learning Center,3023 W Montrose Avenue ,5397422,60618,1
2145,3183,2582, Irving Park Early Learning Center,3023 W Montrose Avenue ,5397422,60618, Irving Park Early Learning Ctr,3023 W. Montrose ,5397422,60618,1
2158,3060,3060, Care-a-Lot Child Development Center,6441 N Central Avenue ,7638888,60646, Care-a-Lot Child Development Center,6441 N Central Avenue ,7638888,60646,1
2164,1413,1413,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-ANGELITA YUGSI,6447 S KNOX AVE ,5211600,60629,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-ANGELITA YUGSI,6447 S KNOX AVE ,5211600,60629,1
2170,1413,1573,CAROLE ROBERTSON CENTER FOR LEARNING FCCH-ANGELITA YUGSI,6447 S KNOX AVE ,5211600,60629,"CHICAGO PUBLIC SCHOOLS SANDOVAL, SOCORRO",5534 S SAINT LOUIS AVE ,5350457,60629,0
2173,1222,1891, Woodlawn A.M.E. Church - Woodlawn A.M.E.,6456 S Evans Ave ,6671402,,WOODLAWN A.M.E. CHURCH WOODLAWN AME CHURCH,6456 S EVANS ,6671402,60637,1
2174,1222,1222, Woodlawn A.M.E. Church - Woodlawn A.M.E.,6456 S Evans Ave ,6671402,, Woodlawn A.M.E. Church - Woodlawn A.M.E.,6456 S Evans Ave ,6671402,,1
