_id,ltable_Id,rtable_Id,ltable_Site name,ltable_Address,ltable_Zip,ltable_Phone,rtable_Site name,rtable_Address,rtable_Zip,rtable_Phone
27824,2561,1984, Henson (Olive),1326 S. Avers Ave ,60623,5341804,"Chicago Public Schools Corkery, Daniel",2510 S Kildare Ave ,60623,5341650
27826,2561,1537, Henson (Olive),1326 S. Avers Ave ,60623,5341804,CHICAGO PUBLIC SCHOOLS LITTLE VILLAGE,2620 S LAWNDALE AVE ,60623,5341880
27827,2561,2031, Henson (Olive),1326 S. Avers Ave ,60623,5341804,Chicago Public Schools Little Village,2620 S Lawndale Ave ,60623,5341880
27831,2561,1544, Henson (Olive),1326 S. Avers Ave ,60623,5341804,"CHICAGO PUBLIC SCHOOLS MCCORMICK, CYRUS H.",2712 S SAWYER AVE ,60623,5357252
27832,2561,2038, Henson (Olive),1326 S. Avers Ave ,60623,5341804,"Chicago Public Schools McCormick, Cyrus H.",2712 S Sawyer Ave. ,60623,5357252
27835,2561,1595, Henson (Olive),1326 S. Avers Ave ,60623,5341804,CHICAGO PUBLIC SCHOOLS ZAPATA ACADEMY,2728 S KOSTNER AVE ,60623,5341390
27836,2561,2089, Henson (Olive),1326 S. Avers Ave ,60623,5341804,Chicago Public Schools Zapata Academy,2728 S. Kostner Ave. ,60623,5341390
27851,2561,2468, Henson (Olive),1326 S. Avers Ave ,60623,5341804, Dominguez,3000 S. Lawndale Ave ,60623,5341600
27881,2561,1650, Henson (Olive),1326 S. Avers Ave ,60623,5341804,EL HOGAR DEL NINO FCCH-BLANCA ALATORRE,5738 S KENNETH AVE ,60623,5812872
27882,2499,3209, Eyes on the Future,1329 W. Loyola ,60626,9730771, Loyola University Chicago - Preschool/Day Care,1052 W Loyola Avenue ,60626,5083444
27883,2499,2499, Eyes on the Future,1329 W. Loyola ,60626,9730771, Eyes on the Future,1329 W. Loyola ,60626,9730771
27917,242,242, St. Augustine College - Canillitas,1333-45 W. Argyle ,,8783231, St. Augustine College - Canillitas,1333-45 W. Argyle ,,8783231
27918,242,554, St. Augustine College - Canillitas,1333-45 W. Argyle ,,8783231, St. Augustine College - St. Augustine - Main Campus,1333 W Argyle St ,,8783231
27919,242,2788, St. Augustine College - Canillitas,1333-45 W. Argyle ,,8783231, St Augustine College - Canillatas,1333-45 W. Argyle ,60640,8783231
27920,242,3268, St. Augustine College - Canillitas,1333-45 W. Argyle ,,8783231, St Augustine College - Canillatas School,1333 W Argyle Street ,60640,8783231
27921,554,242, St. Augustine College - St. Augustine - Main Campus,1333 W Argyle St ,,8783231, St. Augustine College - Canillitas,1333-45 W. Argyle ,,8783231
27922,554,554, St. Augustine College - St. Augustine - Main Campus,1333 W Argyle St ,,8783231, St. Augustine College - St. Augustine - Main Campus,1333 W Argyle St ,,8783231
27923,554,2788, St. Augustine College - St. Augustine - Main Campus,1333 W Argyle St ,,8783231, St Augustine College - Canillatas,1333-45 W. Argyle ,60640,8783231
27924,554,3268, St. Augustine College - St. Augustine - Main Campus,1333 W Argyle St ,,8783231, St Augustine College - Canillatas School,1333 W Argyle Street ,60640,8783231
27946,2788,242, St Augustine College - Canillatas,1333-45 W. Argyle ,60640,8783231, St. Augustine College - Canillitas,1333-45 W. Argyle ,,8783231
27947,2788,554, St Augustine College - Canillatas,1333-45 W. Argyle ,60640,8783231, St. Augustine College - St. Augustine - Main Campus,1333 W Argyle St ,,8783231
27948,2788,2788, St Augustine College - Canillatas,1333-45 W. Argyle ,60640,8783231, St Augustine College - Canillatas,1333-45 W. Argyle ,60640,8783231
27949,2788,3268, St Augustine College - Canillatas,1333-45 W. Argyle ,60640,8783231, St Augustine College - Canillatas School,1333 W Argyle Street ,60640,8783231
28007,3268,3262, St Augustine College - Canillatas School,1333 W Argyle Street ,60640,8783231, South East Asia Center,1134 W Ainslie Street ,60640,9897433
28012,3268,242, St Augustine College - Canillatas School,1333 W Argyle Street ,60640,8783231, St. Augustine College - Canillitas,1333-45 W. Argyle ,,8783231
28013,3268,554, St Augustine College - Canillatas School,1333 W Argyle Street ,60640,8783231, St. Augustine College - St. Augustine - Main Campus,1333 W Argyle St ,,8783231
28014,3268,2788, St Augustine College - Canillatas School,1333 W Argyle Street ,60640,8783231, St Augustine College - Canillatas,1333-45 W. Argyle ,60640,8783231
28015,3268,3268, St Augustine College - Canillatas School,1333 W Argyle Street ,60640,8783231, St Augustine College - Canillatas School,1333 W Argyle Street ,60640,8783231
28064,1376,1376, Adolescent Parenting Program (APP) ,"1335 N. California Ave
",60622,6452300, Adolescent Parenting Program (APP) ,"1335 N. California Ave
",60622,6452300
28065,1376,243, Adolescent Parenting Program (APP) ,"1335 N. California Ave
",60622,6452300, Casa Central - CSC Development Program,1343 N. California ,,6452300
28067,1376,1378, Adolescent Parenting Program (APP) ,"1335 N. California Ave
",60622,6452300, Community Service Center,"1343 N. California Ave
",60622,6452300
28068,1376,3007, Adolescent Parenting Program (APP) ,"1335 N. California Ave
",60622,6452300, Casa Central - Community Service Center,"1343 N. California Ave. 
",60622,6452300
28069,1376,3065, Adolescent Parenting Program (APP) ,"1335 N. California Ave
",60622,6452300, Casa Central - CSC Child Development Center,1343 N California Avenue ,60622,6452300
28074,1376,1375, Adolescent Parenting Program (APP) ,"1335 N. California Ave
",60622,6452300,"
Casa Central
(Delegate)




 
ABC Home Based Head Start","
1349 N. California Ave
",60622,6452404
28075,1376,3004, Adolescent Parenting Program (APP) ,"1335 N. California Ave
",60622,6452300, Casa Central - ABC Home-Based Head Start,"1349 N. California
",60622,6452404
28079,1376,1679, Adolescent Parenting Program (APP) ,"1335 N. California Ave
",60622,6452300,ERIE NEIGHBORHOOD HOUSE CHARTER SCHOOL,1405 N WASHTENAW AVE ,60622,
28080,1376,2163, Adolescent Parenting Program (APP) ,"1335 N. California Ave
",60622,6452300,Erie Neighborhood House Charter School,1405 N Washtenaw Ave ,60622,4867234
28145,3022,1816, ABLA Child Development Center,1342 S Racine Avenue ,60608,7335992,MARCY NEWBERRY ASSOCIATION FOSCO,1312 S RACINE ,60608,7466024
28146,3022,2231, ABLA Child Development Center,1342 S Racine Avenue ,60608,7335992,Marcy Newberry Association FOSCO,1312 S. Racine ,60608,7466024
28147,3022,3324, ABLA Child Development Center,1342 S Racine Avenue ,60608,7335992, Marcy Newberry Association,1312 S Racine Avenue ,60608,7466024
28148,3022,3022, ABLA Child Development Center,1342 S Racine Avenue ,60608,7335992, ABLA Child Development Center,1342 S Racine Avenue ,60608,7335992
28152,3022,3220, ABLA Child Development Center,1342 S Racine Avenue ,60608,7335992, Marcy Newberry Association - Ashland Community Center,1440 S Ashland Avenue ,60608,6662036
28171,3022,2490, ABLA Child Development Center,1342 S Racine Avenue ,60608,7335992, El Hogar Racine,1854 S. Racine ,60608,2430011
28172,3022,2491, ABLA Child Development Center,1342 S Racine Avenue ,60608,7335992, El Hogar Racine I/T,1854 S. Racine ,60608,2430011
28173,3022,3138, ABLA Child Development Center,1342 S Racine Avenue ,60608,7335992, El Hogar del Nino,1854 S Racine Avenue ,60608,2430011
28195,3022,3139, ABLA Child Development Center,1342 S Racine Avenue ,60608,7335992, El Hogar Del Nino Cuidar,2325 S California Avenue ,60608,5231629
28210,3022,2969, ABLA Child Development Center,1342 S Racine Avenue ,60608,7335992, Rauner Family YMCA,2700 S. Western Avenue  ,60608,5060130
28216,243,1376, Casa Central - CSC Development Program,1343 N. California ,,6452300, Adolescent Parenting Program (APP) ,"1335 N. California Ave
",60622,6452300
28217,243,243, Casa Central - CSC Development Program,1343 N. California ,,6452300, Casa Central - CSC Development Program,1343 N. California ,,6452300
28218,243,1378, Casa Central - CSC Development Program,1343 N. California ,,6452300, Community Service Center,"1343 N. California Ave
",60622,6452300
28219,243,3007, Casa Central - CSC Development Program,1343 N. California ,,6452300, Casa Central - Community Service Center,"1343 N. California Ave. 
",60622,6452300
28220,243,3065, Casa Central - CSC Development Program,1343 N. California ,,6452300, Casa Central - CSC Child Development Center,1343 N California Avenue ,60622,6452300
28229,1330,1330, Casa Central,1343 North California Avenue,60622,6452368, Casa Central,1343 North California Avenue,60622,6452368
28230,1330,1378, Casa Central,1343 North California Avenue,60622,6452368, Community Service Center,"1343 N. California Ave
",60622,6452300
28231,1330,3007, Casa Central,1343 North California Avenue,60622,6452368, Casa Central - Community Service Center,"1343 N. California Ave. 
",60622,6452300
28232,1330,3065, Casa Central,1343 North California Avenue,60622,6452368, Casa Central - CSC Child Development Center,1343 N California Avenue ,60622,6452300
28298,1378,1376, Community Service Center,"1343 N. California Ave
",60622,6452300, Adolescent Parenting Program (APP) ,"1335 N. California Ave
",60622,6452300
28299,1378,243, Community Service Center,"1343 N. California Ave
",60622,6452300, Casa Central - CSC Development Program,1343 N. California ,,6452300
28300,1378,1330, Community Service Center,"1343 N. California Ave
",60622,6452300, Casa Central,1343 North California Avenue,60622,6452368
28301,1378,1378, Community Service Center,"1343 N. California Ave
",60622,6452300, Community Service Center,"1343 N. California Ave
",60622,6452300
28302,1378,3007, Community Service Center,"1343 N. California Ave
",60622,6452300, Casa Central - Community Service Center,"1343 N. California Ave. 
",60622,6452300
28303,1378,3065, Community Service Center,"1343 N. California Ave
",60622,6452300, Casa Central - CSC Child Development Center,1343 N California Avenue ,60622,6452300
28308,1378,1375, Community Service Center,"1343 N. California Ave
",60622,6452300,"
Casa Central
(Delegate)




 
ABC Home Based Head Start","
1349 N. California Ave
",60622,6452404
28309,1378,3004, Community Service Center,"1343 N. California Ave
",60622,6452300, Casa Central - ABC Home-Based Head Start,"1349 N. California
",60622,6452404
28313,1378,1679, Community Service Center,"1343 N. California Ave
",60622,6452300,ERIE NEIGHBORHOOD HOUSE CHARTER SCHOOL,1405 N WASHTENAW AVE ,60622,
28314,1378,2163, Community Service Center,"1343 N. California Ave
",60622,6452300,Erie Neighborhood House Charter School,1405 N Washtenaw Ave ,60622,4867234
28369,3007,1376, Casa Central - Community Service Center,"1343 N. California Ave. 
",60622,6452300, Adolescent Parenting Program (APP) ,"1335 N. California Ave
",60622,6452300
28370,3007,243, Casa Central - Community Service Center,"1343 N. California Ave. 
",60622,6452300, Casa Central - CSC Development Program,1343 N. California ,,6452300
28371,3007,1330, Casa Central - Community Service Center,"1343 N. California Ave. 
",60622,6452300, Casa Central,1343 North California Avenue,60622,6452368
28372,3007,1378, Casa Central - Community Service Center,"1343 N. California Ave. 
",60622,6452300, Community Service Center,"1343 N. California Ave
",60622,6452300
28373,3007,3007, Casa Central - Community Service Center,"1343 N. California Ave. 
",60622,6452300, Casa Central - Community Service Center,"1343 N. California Ave. 
",60622,6452300
28374,3007,3065, Casa Central - Community Service Center,"1343 N. California Ave. 
",60622,6452300, Casa Central - CSC Child Development Center,1343 N California Avenue ,60622,6452300
28379,3007,1375, Casa Central - Community Service Center,"1343 N. California Ave. 
",60622,6452300,"
Casa Central
(Delegate)




 
ABC Home Based Head Start","
1349 N. California Ave
",60622,6452404
28380,3007,3004, Casa Central - Community Service Center,"1343 N. California Ave. 
",60622,6452300, Casa Central - ABC Home-Based Head Start,"1349 N. California
",60622,6452404
28384,3007,1679, Casa Central - Community Service Center,"1343 N. California Ave. 
",60622,6452300,ERIE NEIGHBORHOOD HOUSE CHARTER SCHOOL,1405 N WASHTENAW AVE ,60622,
28385,3007,2163, Casa Central - Community Service Center,"1343 N. California Ave. 
",60622,6452300,Erie Neighborhood House Charter School,1405 N Washtenaw Ave ,60622,4867234
28437,3065,3074, Casa Central - CSC Child Development Center,1343 N California Avenue ,60622,6452300, Catholic Charities Chicago - St. Mark,1041 N Campbell Avenue ,60622,7726606
28440,3065,1376, Casa Central - CSC Child Development Center,1343 N California Avenue ,60622,6452300, Adolescent Parenting Program (APP) ,"1335 N. California Ave
",60622,6452300
28441,3065,243, Casa Central - CSC Child Development Center,1343 N California Avenue ,60622,6452300, Casa Central - CSC Development Program,1343 N. California ,,6452300
28442,3065,1330, Casa Central - CSC Child Development Center,1343 N California Avenue ,60622,6452300, Casa Central,1343 North California Avenue,60622,6452368
28443,3065,1378, Casa Central - CSC Child Development Center,1343 N California Avenue ,60622,6452300, Community Service Center,"1343 N. California Ave
",60622,6452300
28444,3065,3007, Casa Central - CSC Child Development Center,1343 N California Avenue ,60622,6452300, Casa Central - Community Service Center,"1343 N. California Ave. 
",60622,6452300
28445,3065,3065, Casa Central - CSC Child Development Center,1343 N California Avenue ,60622,6452300, Casa Central - CSC Child Development Center,1343 N California Avenue ,60622,6452300
28450,3065,1375, Casa Central - CSC Child Development Center,1343 N California Avenue ,60622,6452300,"
Casa Central
(Delegate)




 
ABC Home Based Head Start","
1349 N. California Ave
",60622,6452404
28451,3065,3004, Casa Central - CSC Child Development Center,1343 N California Avenue ,60622,6452300, Casa Central - ABC Home-Based Head Start,"1349 N. California
",60622,6452404
28474,3065,3246, Casa Central - CSC Child Development Center,1343 N California Avenue ,60622,6452300, Resurrection Day Care Center,1849 N Hermitage Avenue ,60622,3847142
28504,199,199, Von Humboldt CPC,1345 N. Rockwell ,,5344668, Von Humboldt CPC,1345 N. Rockwell ,,5344668
28505,199,2823, Von Humboldt CPC,1345 N. Rockwell ,,5344668, Von Humboldt CPC,1345 N. Rockwell ,60622,5344668
28506,199,3309, Von Humboldt CPC,1345 N. Rockwell ,,5344668, Von Humboldt,1345 N Rockwell Street ,60622,5344668
28519,2823,199, Von Humboldt CPC,1345 N. Rockwell ,60622,5344668, Von Humboldt CPC,1345 N. Rockwell ,,5344668
28520,2823,2823, Von Humboldt CPC,1345 N. Rockwell ,60622,5344668, Von Humboldt CPC,1345 N. Rockwell ,60622,5344668
28521,2823,3309, Von Humboldt CPC,1345 N. Rockwell ,60622,5344668, Von Humboldt,1345 N Rockwell Street ,60622,5344668
28590,3309,199, Von Humboldt,1345 N Rockwell Street ,60622,5344668, Von Humboldt CPC,1345 N. Rockwell ,,5344668
28591,3309,2823, Von Humboldt,1345 N Rockwell Street ,60622,5344668, Von Humboldt CPC,1345 N. Rockwell ,60622,5344668
28592,3309,3309, Von Humboldt,1345 N Rockwell Street ,60622,5344668, Von Humboldt,1345 N Rockwell Street ,60622,5344668
28649,29,29, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118
28650,29,556, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118
28651,29,1874, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118,SALVATION ARMY INCARNATION,1345 N KARLOV ,60651,2764118
28652,29,2263, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118,Salvation Army Incarnation,1345 N. KARLOV ,60651,2764118
28653,29,2973, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118, Salvation Army Incarnation Head Start,1345 North Karlov  ,60651,2764118
28654,556,29, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118
28655,556,556, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118
28656,556,1874, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118,SALVATION ARMY INCARNATION,1345 N KARLOV ,60651,2764118
28657,556,2263, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118,Salvation Army Incarnation,1345 N. KARLOV ,60651,2764118
28658,556,2973, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118, Salvation Army Incarnation Head Start,1345 North Karlov  ,60651,2764118
28673,1874,1811,SALVATION ARMY INCARNATION,1345 N KARLOV ,60651,2764118,MARCY NEWBERRY ASSOCIATION FCCH-JANET THOMAS,1034 N KARLOV ST ,60651,2529401
28678,1874,1808,SALVATION ARMY INCARNATION,1345 N KARLOV ,60651,2764118,MARCY NEWBERRY ASSOCIATION FCCH-ALICE TWITTY,1054 N KARLOV ST ,60651,2520732
28691,1874,29,SALVATION ARMY INCARNATION,1345 N KARLOV ,60651,2764118, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118
28692,1874,556,SALVATION ARMY INCARNATION,1345 N KARLOV ,60651,2764118, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118
28693,1874,1874,SALVATION ARMY INCARNATION,1345 N KARLOV ,60651,2764118,SALVATION ARMY INCARNATION,1345 N KARLOV ,60651,2764118
28694,1874,2263,SALVATION ARMY INCARNATION,1345 N KARLOV ,60651,2764118,Salvation Army Incarnation,1345 N. KARLOV ,60651,2764118
28695,1874,2973,SALVATION ARMY INCARNATION,1345 N KARLOV ,60651,2764118, Salvation Army Incarnation Head Start,1345 North Karlov  ,60651,2764118
28772,2263,1811,Salvation Army Incarnation,1345 N. KARLOV ,60651,2764118,MARCY NEWBERRY ASSOCIATION FCCH-JANET THOMAS,1034 N KARLOV ST ,60651,2529401
28777,2263,1808,Salvation Army Incarnation,1345 N. KARLOV ,60651,2764118,MARCY NEWBERRY ASSOCIATION FCCH-ALICE TWITTY,1054 N KARLOV ST ,60651,2520732
28790,2263,29,Salvation Army Incarnation,1345 N. KARLOV ,60651,2764118, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118
28791,2263,556,Salvation Army Incarnation,1345 N. KARLOV ,60651,2764118, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118
28792,2263,1874,Salvation Army Incarnation,1345 N. KARLOV ,60651,2764118,SALVATION ARMY INCARNATION,1345 N KARLOV ,60651,2764118
28793,2263,2263,Salvation Army Incarnation,1345 N. KARLOV ,60651,2764118,Salvation Army Incarnation,1345 N. KARLOV ,60651,2764118
28794,2263,2973,Salvation Army Incarnation,1345 N. KARLOV ,60651,2764118, Salvation Army Incarnation Head Start,1345 North Karlov  ,60651,2764118
28889,2973,29, Salvation Army Incarnation Head Start,1345 North Karlov  ,60651,2764118, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118
28890,2973,556, Salvation Army Incarnation Head Start,1345 North Karlov  ,60651,2764118, Salvation Army - Incarnation / Salvation Army,1345 N Karlov Ave ,,2764118
28891,2973,1874, Salvation Army Incarnation Head Start,1345 North Karlov  ,60651,2764118,SALVATION ARMY INCARNATION,1345 N KARLOV ,60651,2764118
28892,2973,2263, Salvation Army Incarnation Head Start,1345 North Karlov  ,60651,2764118,Salvation Army Incarnation,1345 N. KARLOV ,60651,2764118
28893,2973,2973, Salvation Army Incarnation Head Start,1345 North Karlov  ,60651,2764118, Salvation Army Incarnation Head Start,1345 North Karlov  ,60651,2764118
28970,1681,1681,ERIE NEIGHBORHOOD HOUSE ERIE HOUSE,1347 W ERIE ,60622,,ERIE NEIGHBORHOOD HOUSE ERIE HOUSE,1347 W ERIE ,60622,
28971,1681,2165,ERIE NEIGHBORHOOD HOUSE ERIE HOUSE,1347 W ERIE ,60622,,Erie Neighborhood House Erie House,1347 W. Erie ,60622,6663430
29040,2165,1681,Erie Neighborhood House Erie House,1347 W. Erie ,60622,6663430,ERIE NEIGHBORHOOD HOUSE ERIE HOUSE,1347 W ERIE ,60622,
29041,2165,2165,Erie Neighborhood House Erie House,1347 W. Erie ,60622,6663430,Erie Neighborhood House Erie House,1347 W. Erie ,60622,6663430
29042,2165,3144,Erie Neighborhood House Erie House,1347 W. Erie ,60622,6663430, Erie Neighborhood House,1347 W Erie Street ,60642,6663430
29043,2165,3317,Erie Neighborhood House Erie House,1347 W. Erie ,60622,6663430, Erie Neighborhood House,1347 W Erie Street ,60642,6663430
29098,1168,1168, Erie Neighborhood House - Erie House,1347 W Erie St ,,6663460, Erie Neighborhood House - Erie House,1347 W Erie St ,,6663460
29100,3144,2165, Erie Neighborhood House,1347 W Erie Street ,60642,6663430,Erie Neighborhood House Erie House,1347 W. Erie ,60622,6663430
29101,3144,3144, Erie Neighborhood House,1347 W Erie Street ,60642,6663430, Erie Neighborhood House,1347 W Erie Street ,60642,6663430
29102,3144,3317, Erie Neighborhood House,1347 W Erie Street ,60642,6663430, Erie Neighborhood House,1347 W Erie Street ,60642,6663430
29106,3317,2165, Erie Neighborhood House,1347 W Erie Street ,60642,6663430,Erie Neighborhood House Erie House,1347 W. Erie ,60622,6663430
29107,3317,3144, Erie Neighborhood House,1347 W Erie Street ,60642,6663430, Erie Neighborhood House,1347 W Erie Street ,60642,6663430
29108,3317,3317, Erie Neighborhood House,1347 W Erie Street ,60642,6663430, Erie Neighborhood House,1347 W Erie Street ,60642,6663430
29118,1375,1376,"
Casa Central
(Delegate)




 
ABC Home Based Head Start","
1349 N. California Ave
",60622,6452404, Adolescent Parenting Program (APP) ,"1335 N. California Ave
",60622,6452300
29120,1375,1378,"
Casa Central
(Delegate)




 
ABC Home Based Head Start","
1349 N. California Ave
",60622,6452404, Community Service Center,"1343 N. California Ave
",60622,6452300
29121,1375,3007,"
Casa Central
(Delegate)




 
ABC Home Based Head Start","
1349 N. California Ave
",60622,6452404, Casa Central - Community Service Center,"1343 N. California Ave. 
",60622,6452300
29122,1375,3065,"
Casa Central
(Delegate)




 
ABC Home Based Head Start","
1349 N. California Ave
",60622,6452404, Casa Central - CSC Child Development Center,1343 N California Avenue ,60622,6452300
29127,1375,1375,"
Casa Central
(Delegate)




 
ABC Home Based Head Start","
1349 N. California Ave
",60622,6452404,"
Casa Central
(Delegate)




 
ABC Home Based Head Start","
1349 N. California Ave
",60622,6452404
29128,1375,3004,"
Casa Central
(Delegate)




 
ABC Home Based Head Start","
1349 N. California Ave
",60622,6452404, Casa Central - ABC Home-Based Head Start,"1349 N. California
",60622,6452404
29132,1375,1679,"
Casa Central
(Delegate)




 
ABC Home Based Head Start","
1349 N. California Ave
",60622,6452404,ERIE NEIGHBORHOOD HOUSE CHARTER SCHOOL,1405 N WASHTENAW AVE ,60622,
29133,1375,2163,"
Casa Central
(Delegate)




 
ABC Home Based Head Start","
1349 N. California Ave
",60622,6452404,Erie Neighborhood House Charter School,1405 N Washtenaw Ave ,60622,4867234
29188,3004,1376, Casa Central - ABC Home-Based Head Start,"1349 N. California
",60622,6452404, Adolescent Parenting Program (APP) ,"1335 N. California Ave
",60622,6452300
29190,3004,1378, Casa Central - ABC Home-Based Head Start,"1349 N. California
",60622,6452404, Community Service Center,"1343 N. California Ave
",60622,6452300
29191,3004,3007, Casa Central - ABC Home-Based Head Start,"1349 N. California
",60622,6452404, Casa Central - Community Service Center,"1343 N. California Ave. 
",60622,6452300
29192,3004,3065, Casa Central - ABC Home-Based Head Start,"1349 N. California
",60622,6452404, Casa Central - CSC Child Development Center,1343 N California Avenue ,60622,6452300
29197,3004,1375, Casa Central - ABC Home-Based Head Start,"1349 N. California
",60622,6452404,"
Casa Central
(Delegate)




 
ABC Home Based Head Start","
1349 N. California Ave
",60622,6452404
29198,3004,3004, Casa Central - ABC Home-Based Head Start,"1349 N. California
",60622,6452404, Casa Central - ABC Home-Based Head Start,"1349 N. California
",60622,6452404
29251,30,30, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100
29252,30,244, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100, Abraham Lincoln Center - Hope,1354 W. 61st St. ,,4715100
29253,30,557, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100
29254,30,1239, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100
29255,30,3026, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100, Abraham Lincoln Centre,1354 W 61st Street ,60636,4715100
29256,244,30, Abraham Lincoln Center - Hope,1354 W. 61st St. ,,4715100, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100
29257,244,244, Abraham Lincoln Center - Hope,1354 W. 61st St. ,,4715100, Abraham Lincoln Center - Hope,1354 W. 61st St. ,,4715100
29258,244,557, Abraham Lincoln Center - Hope,1354 W. 61st St. ,,4715100, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100
29259,244,1239, Abraham Lincoln Center - Hope,1354 W. 61st St. ,,4715100, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100
29260,244,3026, Abraham Lincoln Center - Hope,1354 W. 61st St. ,,4715100, Abraham Lincoln Centre,1354 W 61st Street ,60636,4715100
29261,557,30, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100
29262,557,244, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100, Abraham Lincoln Center - Hope,1354 W. 61st St. ,,4715100
29263,557,557, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100
29264,557,1239, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100
29265,557,3026, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100, Abraham Lincoln Centre,1354 W 61st Street ,60636,4715100
29266,1239,30, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100
29267,1239,244, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100, Abraham Lincoln Center - Hope,1354 W. 61st St. ,,4715100
29268,1239,557, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100
29269,1239,1239, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100
29270,1239,3026, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100, Abraham Lincoln Centre,1354 W 61st Street ,60636,4715100
29276,3026,3098, Abraham Lincoln Centre,1354 W 61st Street ,60636,4715100, Chicago Urban Day School,1248 W 69th Street ,60636,4833555
29277,3026,30, Abraham Lincoln Centre,1354 W 61st Street ,60636,4715100, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100
29278,3026,244, Abraham Lincoln Centre,1354 W 61st Street ,60636,4715100, Abraham Lincoln Center - Hope,1354 W. 61st St. ,,4715100
29279,3026,557, Abraham Lincoln Centre,1354 W 61st Street ,60636,4715100, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100
29280,3026,1239, Abraham Lincoln Centre,1354 W 61st Street ,60636,4715100, Abraham Lincoln Centre - Hope Presbyterian Church,1354 W 61st St ,,4715100
29281,3026,3026, Abraham Lincoln Centre,1354 W 61st Street ,60636,4715100, Abraham Lincoln Centre,1354 W 61st Street ,60636,4715100
29290,3026,1802, Abraham Lincoln Centre,1354 W 61st Street ,60636,4715100,LUTHERAN SOCIAL SERVICES OF ILLINOIS ENGLEWOOD MESSIAH,1910 W 64TH STREET ,60636,4365110
29291,3026,2225, Abraham Lincoln Centre,1354 W 61st Street ,60636,4715100,Lutheran Social Services of Illinois ENGLEWOOD MESSIAH,1910 W. 64th Street ,60636,4365110
